chrom,TSS,TES,symbol,log2FoldChange,peak_chrom,start,end,peak_id,peak_count,strand,number_of_overlaps,id,TKO_mean_exp
chr6,35175921,35178920,Nup205,-0.13499646087325642,.,-1,-1,.,-1,.,0,ENSMUSG00000038759,10.346949526603163
chr6,35251154,35254153,1810058I24Rik,0.40297771374981567,chr6,35251601,35261399,peak_9775,19.296736740014254,.,2552,ENSMUSG00000073155,11.704943340138879
chr6,37440647,37443646,Creb3l2,0.18270945369417735,chr6,37388001,37444199,peak_9786,77.46903834014483,.,2999,ENSMUSG00000038648,11.449985310953705
chr6,38532002,38535001,Fmc1,0.09790363618272621,chr6,38531201,38533199,peak_9797,1.9259915284322033,.,1197,ENSMUSG00000019689,11.310039990543991
chr6,47451898,47454897,Cul1,0.2044032716852179,.,-1,-1,.,-1,.,0,ENSMUSG00000029686,11.497881210212528
chr6,52220355,52223354,Hoxa7,0.09083740360269908,chr6,52156401,52240399,peak_9866,202.5242570205851,.,2999,ENSMUSG00000038236,11.340451730920428
chr6,66894897,66897896,Gng12,-0.14847723832072932,.,-1,-1,.,-1,.,0,ENSMUSG00000036402,10.695267972695621
chr6,67236676,67239675,Serbp1,0.14850215758404522,.,-1,-1,.,-1,.,0,ENSMUSG00000036371,10.003639228571194
chr6,71270177,71273176,Krcc1,0.5661398319930682,chr6,71269401,71271199,peak_9921,7.41988010171629,.,1022,ENSMUSG00000053012,13.040721992012928
chr6,71829831,71832830,Immt,0.07737537092150835,chr6,71829801,71830999,peak_9926,2.344556512658423,.,1168,ENSMUSG00000052337,10.824248619455163
chr6,71907553,71910552,Polr1a,0.4720423460241461,chr6,71903801,72020799,peak_9927,656.7206334890532,.,2999,ENSMUSG00000049553,13.086297170883075
chr6,72343685,72346684,Usp39,-0.09933291932346522,.,-1,-1,.,-1,.,0,ENSMUSG00000056305,12.68629429416312
chr6,72353947,72356946,Tmem150a,0.6811758339796298,chr6,72348001,72396399,peak_9933,139.77257150982743,.,2999,ENSMUSG00000055912,11.984232745695659
chr6,72412808,72415807,Ggcx,0.22015109031426605,chr6,72413401,72413999,peak_9934,1.3008324985342892,.,598,ENSMUSG00000053460,12.611164566447735
chr6,72787755,72790754,Tcf7l1,0.5421375949101159,chr6,72786401,72787799,peak_9941,2.1958686498889666,.,44,ENSMUSG00000055799,10.553054167587954
chr6,83032673,83035672,Loxl3,-0.10000914747766314,chr6,82997201,83080199,peak_9955,417.6111234400917,.,2999,ENSMUSG00000000693,14.328363291907497
chr6,83120060,83123059,Wbp1,0.7111372525703273,chr6,83100601,83124399,peak_9956,17.531411734849183,.,2999,ENSMUSG00000030035,12.987214869498208
chr6,85136267,85139266,Spr,0.19169008363254128,chr6,85137801,85139399,peak_9977,5.1008211728576285,.,1465,ENSMUSG00000033735,11.52982833062858
chr6,85960168,85963167,Dusp11,-0.13079455766717138,.,-1,-1,.,-1,.,0,ENSMUSG00000030002,10.45685337308349
chr6,86027181,86030180,Add2,-0.2909755779025015,chr6,86015401,86086199,peak_9983,434.23106359313283,.,2999,ENSMUSG00000030000,11.469909740757707
chr6,86683023,86686022,Snrnp27,0.5928300068651672,chr6,86684801,86686799,peak_9992,6.431021799998131,.,1221,ENSMUSG00000001158,12.244153430339095
chr6,87912435,87915434,Hmces,-0.22446328658905043,.,-1,-1,.,-1,.,0,ENSMUSG00000030060,10.685623791483279
chr6,88900751,88903750,Tpra1,-0.07247997516723204,chr6,88892601,89010199,peak_10013,513.7896669655877,.,2999,ENSMUSG00000002871,11.976167389321677
chr6,94698659,94701658,Lrig1,-1.0012987882193796,chr6,94680201,94719799,peak_10049,92.16528436507996,.,2999,ENSMUSG00000030029,11.463315172508402
chr6,97177623,97180622,Tmf1,0.2248524179581766,.,-1,-1,.,-1,.,0,ENSMUSG00000030059,10.111805643669754
chr6,108184083,108187082,Sumf1,0.8964997853879891,chr6,108185801,108186599,peak_10098,2.4427155935817577,.,798,ENSMUSG00000030101,11.296543648737476
chr6,113530153,113533152,Emc3,0.4066481810052239,.,-1,-1,.,-1,.,0,ENSMUSG00000030286,11.91628982104284
chr6,113695550,113698549,Tatdn2,0.06080198963916765,chr6,113638001,113701399,peak_10140,134.68012753929824,.,2999,ENSMUSG00000056952,13.182885863525003
chr6,115675136,115678135,Raf1,0.29618439336584845,chr6,115676801,115678199,peak_10156,6.389120545131874,.,1334,ENSMUSG00000000441,10.725132487002135
chr6,116206538,116209537,Washc2,0.6350705478684658,.,-1,-1,.,-1,.,0,ENSMUSG00000024104,10.471663331826115
chr6,116649109,116652108,Depp1,-0.7397385748519005,chr6,116631801,116697399,peak_10161,170.4293029168905,.,2999,ENSMUSG00000048489,13.797963137777439
chr6,118417975,118420974,Bms1,0.5242216126550621,.,-1,-1,.,-1,.,0,ENSMUSG00000030138,13.053900739989592
chr6,119416205,119419204,Adipor2,-0.07566647466494501,.,-1,-1,.,-1,.,0,ENSMUSG00000030168,10.517129379048466
chr6,120821294,120824293,Atp6v1e1,0.35919636212549394,chr6,120822801,120824199,peak_10187,5.863281087719328,.,1398,ENSMUSG00000019210,10.890109514385125
chr6,124413568,124416567,Pex5,0.9170207090456731,.,-1,-1,.,-1,.,0,ENSMUSG00000005069,11.28523799770294
chr6,124710679,124713678,Emg1,0.17266177690125567,chr6,124659401,124714799,peak_10209,160.99994756612844,.,2999,ENSMUSG00000004268,10.222333730968211
chr6,128361467,128364466,Foxm1,-0.8810555979021257,chr6,128340601,128368199,peak_10246,24.753282689821372,.,2999,ENSMUSG00000001517,11.629626970867886
chr6,136802916,136805915,H4f16,-0.2619779675214234,chr6,136804801,136832799,peak_10294,46.37440854189709,.,1114,NA,NA
chr6,142385721,142388720,Golt1b,-0.514037015172452,chr6,142361601,142391799,peak_10313,42.52407912580974,.,2999,ENSMUSG00000030245,13.950059651369806
chr6,146575703,146578702,Fgfr1op2,0.2144582200788128,.,-1,-1,.,-1,.,0,ENSMUSG00000040242,11.962920947954444
chr6,146641325,146644324,Tm7sf3,-0.08842123485362857,chr6,146632001,146642199,peak_10344,14.042369483375838,.,874,ENSMUSG00000040234,13.559603087054498
chr6,147474328,147477327,Ccdc91,0.3162103536241306,chr6,147474601,147475799,peak_10355,5.355076047098928,.,1198,ENSMUSG00000030301,13.66753709601658
chr7,4135539,4138538,Leng8,-0.04744712420254342,.,-1,-1,.,-1,.,0,ENSMUSG00000035545,11.933752641718417
chr7,4500181,4503180,Ppp1r12c,-0.07751153618049272,.,-1,-1,.,-1,.,0,ENSMUSG00000019254,10.50601006985499
chr7,13275783,13278782,Lig1,-0.8644164067914452,.,-1,-1,.,-1,.,0,ENSMUSG00000056394,13.963264309909647
chr7,16306893,16309892,Bbc3,-0.1464354412173288,chr7,16304601,16326199,peak_10396,46.86493253813718,.,2999,ENSMUSG00000002083,10.177521858086568
chr7,16399410,16402409,Zc3h4,0.12836171077494538,.,-1,-1,.,-1,.,0,ENSMUSG00000059273,10.629550686116135
chr7,19022877,19025876,Sympk,-0.11428909640927025,.,-1,-1,.,-1,.,0,ENSMUSG00000023118,12.565077454381022
chr7,19343278,19346277,Ercc1,-0.5633319732593416,chr7,19325401,19358399,peak_10417,38.67511289952981,.,2999,ENSMUSG00000003549,10.51580297326978
chr7,19561577,19564576,Ppp1r37,0.07287895188753007,.,-1,-1,.,-1,.,0,ENSMUSG00000051403,14.126902285372507
chr7,19576096,19579095,Gemin7,0.08318846786882196,.,-1,-1,.,-1,.,0,ENSMUSG00000044709,13.337172825954793
chr7,19919661,19922660,Pvr,-0.5442371948221587,chr7,19911401,19956399,peak_10423,191.7163647034206,.,2999,ENSMUSG00000040511,12.389658596084342
chr7,24460984,24463983,Plaur,-0.2818213966297686,chr7,24447401,24472799,peak_10425,112.63721038003851,.,2999,ENSMUSG00000046223,14.474463508049775
chr7,27446478,27449477,Blvrb,-0.0364029204669466,chr7,27448601,27451199,peak_10450,6.045025158183557,.,876,ENSMUSG00000040466,12.60852450969217
chr7,27472268,27475267,Sertad3,0.6234457800222355,chr7,27471201,27494599,peak_10451,75.42512690697919,.,2999,ENSMUSG00000055200,12.175418350456527
chr7,27551719,27554718,Pld3,0.4157980304664096,.,-1,-1,.,-1,.,0,ENSMUSG00000003363,13.968740985129312
chr7,27673099,27676098,Map3k10,0.0874201232568915,.,-1,-1,.,-1,.,0,ENSMUSG00000040390,11.379133710656752
chr7,28168210,28171209,Fbl,-0.43233786240861816,.,-1,-1,.,-1,.,0,ENSMUSG00000046865,12.098586962638686
chr7,28310573,28313572,Timm50,-0.8981186229558443,.,-1,-1,.,-1,.,0,ENSMUSG00000003438,13.88862299837879
chr7,28391451,28394450,Paf1,0.10337186286224606,.,-1,-1,.,-1,.,0,ENSMUSG00000003437,11.587982495887063
chr7,28765235,28768234,Sirt2,-0.0550516051393461,.,-1,-1,.,-1,.,0,ENSMUSG00000015149,13.063895691461434
chr7,29517142,29520141,Sipa1l3,-1.1925177254731267,chr7,29416801,29522399,peak_10479,623.4657359599597,.,2999,ENSMUSG00000030583,12.387825491144554
chr7,30290228,30293227,Clip3,0.4861274270056068,.,-1,-1,.,-1,.,0,ENSMUSG00000013921,11.881806822285778
chr7,30550678,30553677,Hspb6,0.01982988368345563,chr7,30553401,30562399,peak_10492,13.549354355514446,.,276,ENSMUSG00000036854,10.47215326852891
chr7,30562128,30565127,Psenen,0.011931861694398735,chr7,30553401,30562399,peak_10492,13.549354355514446,.,271,ENSMUSG00000036835,11.905396538100039
chr7,30955304,30958303,Usf2,-0.3913815681996235,chr7,30957801,30959199,peak_10494,6.109473105295834,.,502,ENSMUSG00000058239,14.376697463216528
chr7,34168100,34171099,Uba2,-0.4863046332114211,.,-1,-1,.,-1,.,0,ENSMUSG00000052997,10.573852998879385
chr7,34391816,34394815,Lsm14a,-0.2242314607673023,chr7,34390201,34392399,peak_10501,6.146327192828069,.,583,ENSMUSG00000066568,11.964955205227696
chr7,34655233,34658232,Kctd15,0.0602071452629264,.,-1,-1,.,-1,.,0,ENSMUSG00000030499,11.585256984630586
chr7,34910879,34913878,Pepd,-0.005618425914585064,.,-1,-1,.,-1,.,0,ENSMUSG00000063931,12.790173668682987
chr7,35055074,35058073,Cebpg,-0.6114115388767933,chr7,35056801,35065599,peak_10504,10.742183083948023,.,1272,ENSMUSG00000056216,10.961683262537479
chr7,38022052,38025051,Uri1,-0.4035334393709607,.,-1,-1,.,-1,.,0,ENSMUSG00000030421,10.597242921624876
chr7,44466480,44469479,Josd2,-0.028186548490683496,.,-1,-1,.,-1,.,0,ENSMUSG00000038695,12.28365310890981
chr7,44855639,44858638,Pnkp,-0.3152087034202537,chr7,44851201,44868599,peak_10547,33.36785264176577,.,2999,ENSMUSG00000002963,11.40811177030334
chr7,44996148,44999147,Irf3,-0.012633961551514129,chr7,44988001,45000999,peak_10549,17.418051118830306,.,2999,ENSMUSG00000003184,10.334034824317099
chr7,45060929,45063928,Nosip,-0.2673515622655821,chr7,45034601,45061799,peak_10551,20.19014767773664,.,870,ENSMUSG00000003421,12.48036928581847
chr7,45433344,45436343,Gys1,0.028056078607161927,.,-1,-1,.,-1,.,0,ENSMUSG00000003865,12.291055929793277
chr7,55840245,55843244,Cyfip1,-0.3761946061316835,.,-1,-1,.,-1,.,0,ENSMUSG00000030447,12.931380709003884
chr7,56048696,56051695,Herc2,0.04408869665778583,.,-1,-1,.,-1,.,0,ENSMUSG00000030451,10.086392109930848
chr7,66108015,66111014,Chsy1,-0.6680160256673051,.,-1,-1,.,-1,.,0,ENSMUSG00000032640,14.754190668302662
chr7,79859560,79862559,Anpep,1.2165071633470648,chr7,79825601,79914599,peak_10700,85.82912991130029,.,2999,ENSMUSG00000039062,10.482543556667483
chr7,80259715,80262714,Ngrn,-0.18816947199339665,chr7,80259601,80260999,peak_10708,7.540358356973767,.,1284,ENSMUSG00000047084,11.645470255963003
chr7,80346494,80349493,Unc45a,0.07111082496312746,.,-1,-1,.,-1,.,0,ENSMUSG00000030533,10.23122833811725
chr7,81827932,81830931,Btbd1,0.15457125513879874,chr7,81822801,81830599,peak_10723,15.373966768682209,.,2667,ENSMUSG00000025103,11.890723796610121
chr7,84527454,84530453,Gm2115,-0.7075398198428448,chr7,84518601,84619999,peak_10747,241.5461770412853,.,2999,ENSMUSG00000097789,10.052937676580244
chr7,89525688,89528687,Prss23,-0.09355651064116768,chr7,89500601,89568199,peak_10758,168.59023457269174,.,2999,ENSMUSG00000039405,13.951656435562292
chr7,90441229,90444228,Crebzf,0.46966948319802737,.,-1,-1,.,-1,.,0,ENSMUSG00000051451,12.989463415818644
chr7,97787041,97790040,Pak1,-0.9944891024607129,chr7,97762801,97792199,peak_10799,109.88749558608933,.,2999,ENSMUSG00000030774,11.385230245416494
chr7,98701603,98704602,Thap12,-0.15321458249956244,chr7,98646401,98702399,peak_10806,140.71926547067662,.,796,ENSMUSG00000030753,12.602637292555006
chr7,100370808,100373807,Ppme1,0.28666990211941196,.,-1,-1,.,-1,.,0,ENSMUSG00000030718,11.262379616118775
chr7,102208677,102211676,Nup98,-0.15736570716939208,.,-1,-1,.,-1,.,0,ENSMUSG00000063550,10.153239145202832
chr7,105552860,105555859,Smpd1,0.1639044909218634,.,-1,-1,.,-1,.,0,ENSMUSG00000037049,13.864624660258734
chr7,105632072,105635071,Trim3,-0.15340931016647172,chr7,105617001,105634599,peak_10852,40.167509286114296,.,2527,ENSMUSG00000036989,14.270195637296581
chr7,109958971,109961970,Dennd5a,0.37968612134403557,.,-1,-1,.,-1,.,0,ENSMUSG00000035901,12.185319153126006
chr7,110016774,110019773,Ipo7,-0.3107089548749231,chr7,110000401,110017999,peak_10863,23.430654373866275,.,1225,ENSMUSG00000066232,11.27753563567539
chr7,110120546,110123545,Wee1,-1.0732061175090988,.,-1,-1,.,-1,.,0,ENSMUSG00000031016,12.71407456530658
chr7,110220211,110223210,Swap70,0.8399864158250994,.,-1,-1,.,-1,.,0,ENSMUSG00000031015,11.086485726558786
chr7,110766706,110769705,Ampd3,0.04830495785614902,chr7,110688401,110827599,peak_10874,615.8785695619222,.,2999,ENSMUSG00000005686,10.15397670859605
chr7,112224356,112227355,Mical2,-0.45026815769629475,chr7,112176801,112234999,peak_10890,224.31338367729828,.,2999,ENSMUSG00000038244,10.229646967461766
chr7,112677818,112680817,Tead1,0.015210698621349382,chr7,112643801,112829599,peak_10895,300.8418359004679,.,2999,ENSMUSG00000055320,13.019027491131776
chr7,114116282,114119281,Rras2,-0.5030109022798265,chr7,114067801,114116599,peak_10905,48.640438266115446,.,317,ENSMUSG00000055723,10.999650109358406
chr7,116037897,116040896,1110004F10Rik,-0.1002081076706385,.,-1,-1,.,-1,.,0,ENSMUSG00000030663,14.97353712627176
chr7,118704279,118707278,Gde1,-0.5781665552923113,chr7,118706001,118706799,peak_10921,1.260708523897648,.,798,ENSMUSG00000033917,14.422792037235606
chr7,118854755,118857754,Knop1,-0.5486268519788794,chr7,118823601,118856999,peak_10924,69.0894627109324,.,2244,ENSMUSG00000030980,11.973489870652855
chr7,122131541,122134540,Dctn5,0.07740229545002186,.,-1,-1,.,-1,.,0,ENSMUSG00000030868,12.81108559260544
chr7,125490097,125493096,Nsmce1,-0.2342440331180726,chr7,125469601,125503999,peak_10954,55.366251929358164,.,2999,ENSMUSG00000030750,14.53364114339661
chr7,125706281,125709280,Gtf3c1,0.6481347979196567,.,-1,-1,.,-1,.,0,ENSMUSG00000032777,11.667301033271208
chr7,126375951,126378950,Spns1,0.14600279944391675,.,-1,-1,.,-1,.,0,ENSMUSG00000030741,11.536333143996107
chr7,126473925,126476924,Sh2b1,0.07405078709898028,.,-1,-1,.,-1,.,0,ENSMUSG00000030733,11.837742818516087
chr7,126883204,126886203,Taok2,0.24598535559975138,chr7,126885401,126886399,peak_10964,2.2146135946414534,.,802,ENSMUSG00000059981,10.104469796886947
chr7,127194551,127197550,Cd2bp2,0.191546133038152,chr7,127196201,127197599,peak_10972,1.4646522621671771,.,1349,ENSMUSG00000042502,12.027635978369277
chr7,127242774,127245773,Zfp771,0.1805436488671898,chr7,127242001,127247399,peak_10974,7.418452000678212,.,2999,ENSMUSG00000054716,13.973515542440898
chr7,127902582,127905581,Bckdk,-0.18796923325023332,.,-1,-1,.,-1,.,0,ENSMUSG00000030802,13.95198947792283
chr7,131558722,131561721,Bub3,-0.4384995343717722,.,-1,-1,.,-1,.,0,ENSMUSG00000066979,12.45748399466639
chr7,137436114,137439113,Glrx3,0.07508431047510662,.,-1,-1,.,-1,.,0,ENSMUSG00000031068,10.063307904273623
chr7,140035170,140038169,Tubgcp2,-0.15266815973611852,.,-1,-1,.,-1,.,0,ENSMUSG00000025474,10.56549637211328
chr7,141453698,141456697,Pnpla2,0.8539764349296446,chr7,141431401,141482799,peak_11053,91.95406480608484,.,2999,ENSMUSG00000025509,11.1810992317392
chr7,141473633,141476632,Polr2l,0.047157086497731565,chr7,141431401,141482799,peak_11053,91.95406480608484,.,2999,ENSMUSG00000038489,14.480951242854154
chr7,141917008,141920007,Tollip,0.2754781985696391,.,-1,-1,.,-1,.,0,ENSMUSG00000025139,13.542510551309865
chr7,143755486,143758485,Osbpl5,0.05963970658432342,.,-1,-1,.,-1,.,0,ENSMUSG00000037606,12.052969880506106
chr10,7679714,7682713,Lats1,-0.22321667549123267,.,-1,-1,.,-1,.,0,ENSMUSG00000040021,12.795101598476611
chr10,7724500,7727499,Katna1,-0.08672094173696604,.,-1,-1,.,-1,.,0,ENSMUSG00000019794,10.092242079769505
chr10,7954731,7957730,Tab2,0.17494305384389786,chr10,7957401,7958199,peak_920,1.264631257320146,.,329,ENSMUSG00000015755,14.49857006735828
chr10,13191669,13194668,Ltv1,-0.14119898024113967,chr10,13191601,13192399,peak_948,1.3658432367988,.,730,ENSMUSG00000019814,10.452034569303088
chr10,18317485,18320484,Nhsl1,-0.6180234490599017,.,-1,-1,.,-1,.,0,ENSMUSG00000039835,11.374809654845642
chr10,21294479,21297478,Hbs1l,0.003020625090586529,.,-1,-1,.,-1,.,0,ENSMUSG00000019977,11.205849812766633
chr10,24593942,24596941,Ccn2,0.3741510479946319,chr10,24567801,24598599,peak_1013,76.29307852872235,.,2999,NA,NA
chr10,34018125,34021124,Rwdd1,-0.2590545394903654,chr10,34016401,34018799,peak_1047,3.128239617636942,.,674,ENSMUSG00000019782,12.135332595131345
chr10,34206216,34209215,Dse,0.5462530224076473,chr10,34182601,34220399,peak_1051,35.442129877462754,.,2999,ENSMUSG00000039497,11.928428241790167
chr10,36973044,36976043,Hdac2,0.11106394297303541,.,-1,-1,.,-1,.,0,ENSMUSG00000019777,13.239692970895474
chr10,39367355,39370354,Fyn,-0.13413616539011325,.,-1,-1,.,-1,.,0,ENSMUSG00000019843,10.03765239803375
chr10,40300689,40303688,Amd1,-0.7635678045380317,.,-1,-1,.,-1,.,0,ENSMUSG00000075232,11.902296653522626
chr10,42275256,42278255,Foxo3,-0.07002956044407382,chr10,42272801,42275599,peak_1101,12.321629118288028,.,343,ENSMUSG00000048756,13.729065429369212
chr10,45065703,45068702,Prep,-0.09977706876898337,.,-1,-1,.,-1,.,0,ENSMUSG00000019849,10.10571495022014
chr10,52416047,52419046,Nus1,-0.026498773685008567,.,-1,-1,.,-1,.,0,ENSMUSG00000023068,12.680786098376657
chr10,58445420,58448419,Ranbp2,-0.036399842782028576,chr10,58445001,58446199,peak_1157,1.591587664829989,.,779,ENSMUSG00000003226,13.076281569703243
chr10,59220348,59223347,Septin10,-0.6045450465579751,chr10,59222401,59226599,peak_1161,5.701730774411731,.,946,NA,NA
chr10,59700977,59703976,Micu1,-0.3819762966422879,chr10,59701401,59758799,peak_1169,38.938787376631524,.,2575,ENSMUSG00000020111,10.618911183454088
chr10,61647052,61650051,Ppa1,-0.5234186362670337,chr10,61647401,61679799,peak_1188,57.61936797853225,.,2650,ENSMUSG00000020089,11.469868130014513
chr10,67095446,67098445,Reep3,-0.2459123431936748,chr10,66990601,67133799,peak_1217,382.80999533023237,.,2999,ENSMUSG00000019873,11.376177607580793
chr10,69351439,69354438,Cdk1,-1.7197912602427927,chr10,69342401,69353999,peak_1253,36.330480361831434,.,2560,ENSMUSG00000019942,12.80833330207412
chr10,75516051,75519050,Snrpd3,-0.10686468288442608,chr10,75503401,75535399,peak_1283,22.101179551626267,.,2999,ENSMUSG00000020180,10.427736404024525
chr10,75558831,75561830,Lrrc75b,0.7225421208926754,chr10,75547201,75561999,peak_1284,78.10199265479035,.,2999,ENSMUSG00000046807,10.844491156921599
chr10,75920118,75923117,Smarcb1,0.04446873255366051,chr10,75916401,75938599,peak_1287,23.21775841865051,.,2999,ENSMUSG00000000902,10.298073035532461
chr10,75934997,75937996,Mmp11,0.4119131663502949,chr10,75916401,75938599,peak_1287,23.21775841865051,.,2999,ENSMUSG00000000901,14.361320487806099
chr10,76236366,76239365,Prmt2,-0.10071728889613206,.,-1,-1,.,-1,.,0,ENSMUSG00000020230,12.357816336394501
chr10,76252353,76255352,S100b,-0.6821425685765844,chr10,76245801,76266599,peak_1290,86.08452200033783,.,2999,ENSMUSG00000033208,10.325553808000247
chr10,76343792,76346791,Dip2a,-0.4219732657931942,.,-1,-1,.,-1,.,0,ENSMUSG00000020231,12.36290113331848
chr10,76467427,76470426,Mcm3ap,0.0629243825248487,chr10,76469401,76472199,peak_1292,3.5566502310299235,.,1025,ENSMUSG00000001150,12.287417502301286
chr10,77257718,77260717,Pofut2,-0.10750434549118625,chr10,77088401,77263799,peak_1298,785.8821180422152,.,2999,ENSMUSG00000020260,14.081239548671025
chr10,77514286,77517285,Fam207a,-0.03239949844546102,chr10,77514001,77583399,peak_1300,120.2381566189635,.,2999,ENSMUSG00000032977,14.525533363483211
chr10,78183650,78186649,Pwp2,-0.10167856088999652,chr10,78185401,78186799,peak_1302,3.0187624460178197,.,1248,ENSMUSG00000032834,10.023102498901526
chr10,78572846,78575845,Ilvbl,0.2642549602845142,chr10,78572401,78577599,peak_1308,9.870938278024195,.,2999,ENSMUSG00000032763,14.220343386494312
chr10,79745082,79748081,Polrmt,0.08266210188349407,chr10,79746801,79748199,peak_1317,4.099069124453276,.,1280,ENSMUSG00000020329,10.92128076649134
chr10,80104072,80107071,Sbno2,-0.026256728180517726,.,-1,-1,.,-1,.,0,ENSMUSG00000035673,10.43214046502763
chr10,80259513,80262512,Gamt,0.4794027488362234,chr10,80262201,80264599,peak_1327,8.135520537295598,.,311,ENSMUSG00000020150,13.726566848404612
chr10,80560061,80563060,Rexo1,0.18964503782505332,.,-1,-1,.,-1,.,0,ENSMUSG00000047417,10.479384130674001
chr10,80700478,80703477,Mob3a,-0.20414313642783508,chr10,80699801,80700999,peak_1339,2.3382899495284013,.,521,ENSMUSG00000003348,10.766333237210672
chr10,80853710,80856709,Lsm7,-0.026398192647520528,chr10,80853601,80854599,peak_1343,0.911267339579196,.,889,ENSMUSG00000035215,10.901802008236237
chr10,80916746,80919745,Lmnb2,-0.2627614734775931,.,-1,-1,.,-1,.,0,ENSMUSG00000062075,10.01916125786972
chr10,81348981,81351980,Hmg20b,0.3876492435320019,chr10,81317201,81361599,peak_1352,72.81523281599551,.,2999,ENSMUSG00000020232,14.155811228197848
chr10,81355991,81358990,Mfsd12,-0.09517066533370948,chr10,81317201,81361599,peak_1352,72.81523281599551,.,2999,ENSMUSG00000034854,11.253973067467172
chr10,81377017,81380016,Fzr1,-0.14973936295063298,chr10,81374601,81387399,peak_1353,25.50794098772792,.,2999,ENSMUSG00000020235,13.747612367771744
chr10,81626298,81629297,Sirt6,0.2039012169509544,.,-1,-1,.,-1,.,0,ENSMUSG00000034748,10.386832048749229
chr10,83542252,83545251,Washc4,0.08269525091108654,chr10,83530001,83543599,peak_1372,18.513469843215752,.,1347,ENSMUSG00000034560,14.634176315736148
chr10,85827994,85830993,Pwp1,-0.24217354290831247,.,-1,-1,.,-1,.,0,ENSMUSG00000001785,10.658361415089328
chr10,85915643,85918642,Prdm4,-0.436222969267001,.,-1,-1,.,-1,.,0,ENSMUSG00000035529,10.794571196953433
chr10,93451911,93454910,Lta4h,-0.795330147113355,chr10,93418401,93456999,peak_1427,148.48124497843432,.,2999,ENSMUSG00000015889,11.815768542481594
chr10,93895594,93898593,Metap2,0.042204883535850383,.,-1,-1,.,-1,.,0,ENSMUSG00000036112,12.452629034865216
chr10,94197220,94200219,Ndufa12,-0.15575532162035152,.,-1,-1,.,-1,.,0,ENSMUSG00000020022,14.470611128791008
chr10,95939150,95942149,Eea1,-0.6329364750536848,chr10,95942001,95944599,peak_1454,4.2497760176334936,.,148,ENSMUSG00000036499,11.572597731347305
chr10,108160693,108163692,Ppp1r12a,0.38291578202485016,chr10,108159001,108161799,peak_1503,3.7640481263319616,.,1106,ENSMUSG00000019907,13.808503716446308
chr10,110918289,110921288,Csrp2,0.3313536596030703,chr10,110915801,110932599,peak_1514,24.79656968706433,.,2999,ENSMUSG00000020186,13.572697659145986
chr10,112001132,112004131,Glipr1,0.034637453189356765,chr10,111988001,112003999,peak_1531,51.133611309250306,.,2867,ENSMUSG00000056888,10.499021978431868
chr10,115314095,115317094,Rab21,-0.2522984255367875,chr10,115311401,115391399,peak_1538,232.53475813671972,.,2999,ENSMUSG00000020132,14.88521341299526
chr10,115361002,115364001,Tmem19,-0.216288668310691,chr10,115311401,115391399,peak_1538,232.53475813671972,.,2999,ENSMUSG00000069520,10.702111109517796
chr10,115383459,115386458,Zfc3h1,0.065303142018817,chr10,115311401,115391399,peak_1538,232.53475813671972,.,2999,ENSMUSG00000034163,12.431706376604524
chr10,120200090,120203089,Tmbim4,-0.3012556025505003,chr10,120200401,120212599,peak_1580,13.981107682549315,.,2688,ENSMUSG00000020225,12.841974294151491
chr10,121585288,121588287,Tbk1,-0.04712481871751503,chr10,121580401,121589599,peak_1594,12.22838182175089,.,2999,ENSMUSG00000020115,10.622784489220551
chr10,127029341,127032340,Tsfm,-0.03467184920431087,chr10,127028601,127044799,peak_1622,7.739836461467773,.,2999,ENSMUSG00000040521,10.699367210792648
chr10,127058685,127061684,Marchf9,0.1985547678333877,chr10,127060601,127080199,peak_1623,42.83527113982428,.,1083,NA,NA
chr10,128090077,128093076,Baz2a,0.47387123178660434,chr10,128084601,128095999,peak_1641,11.07030151633122,.,2999,ENSMUSG00000040054,12.221446340000183
chr10,128409993,128412992,Nabp2,-0.4803344410790185,chr10,128410201,128410999,peak_1651,2.0412672528116635,.,798,ENSMUSG00000025374,12.559746368099786
chr10,128410157,128413156,Rnf41,-0.06785836112815434,chr10,128410201,128410999,peak_1651,2.0412672528116635,.,798,ENSMUSG00000025373,14.844460953878906
chr10,128815833,128818832,Sarnp,-0.013600808296534156,.,-1,-1,.,-1,.,0,ENSMUSG00000078427,14.898603646817811
chr8,3351915,3354914,Arhgef18,0.43979380561334824,.,-1,-1,.,-1,.,0,ENSMUSG00000004568,13.978681061922838
chr8,4251580,4254579,Snapc2,0.17835250292950341,.,-1,-1,.,-1,.,0,ENSMUSG00000011837,11.059293261142198
chr8,8659743,8662742,Efnb2,-0.45605913756654537,.,-1,-1,.,-1,.,0,ENSMUSG00000001300,10.009757751804166
chr8,12755514,12758513,Atp11a,0.37622590340402745,.,-1,-1,.,-1,.,0,ENSMUSG00000031441,14.005365777715763
chr8,13756176,13759175,Cdc16,0.02009834700747418,chr8,13754601,13757199,peak_11126,5.276854610509988,.,1023,ENSMUSG00000038416,11.255015086419679
chr8,22475288,22478287,Slc20a2,-0.1671332873815777,chr8,22473601,22508999,peak_11148,68.92507720337902,.,2999,ENSMUSG00000037656,10.416088979675354
chr8,22592314,22595313,Vdac3,-0.24113974903825408,chr8,22588601,22603799,peak_11149,17.791270398445693,.,2999,ENSMUSG00000008892,12.096479642785802
